Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit (FBS),Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"FBS","Bilans Alimentaires (2010-)","710","Afrique du Sud","664","Disponibilité alimentaire (Kcal/personne/jour)","S2762","Perciform","2017","2017","Kcal/personne/jour","3.37","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","710","Afrique du Sud","674","Disponibilité de protéines en quantité (g/personne/jour)","S2762","Perciform","2017","2017","g/personne/jour","0.63","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","710","Afrique du Sud","645","Disponibilité alimentaire en quantité (kg/personne/an)","S2763","Poissons Pelagiques","2017","2017","kg","2.93","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","710","Afrique du Sud","664","Disponibilité alimentaire (Kcal/personne/jour)","S2763","Poissons Pelagiques","2017","2017","Kcal/personne/jour","7.08","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","710","Afrique du Sud","674","Disponibilité de protéines en quantité (g/personne/jour)","S2763","Poissons Pelagiques","2017","2017","g/personne/jour","0.96","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","710","Afrique du Sud","645","Disponibilité alimentaire en quantité (kg/personne/an)","S2764","Poissons Marins, Autres","2017","2017","kg","0.12","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","710","Afrique du Sud","664","Disponibilité alimentaire (Kcal/personne/jour)","S2764","Poissons Marins, Autres","2017","2017","Kcal/personne/jour","0.24","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","710","Afrique du Sud","674","Disponibilité de protéines en quantité (g/personne/jour)","S2764","Poissons Marins, Autres","2017","2017","g/personne/jour","0.04","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","710","Afrique du Sud","645","Disponibilité alimentaire en quantité (kg/personne/an)","S2765","Crustacés","2017","2017","kg","0.29","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","710","Afrique du Sud","664","Disponibilité alimentaire (Kcal/personne/jour)","S2765","Crustacés","2017","2017","Kcal/personne/jour","0.27","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","710","Afrique du Sud","674","Disponibilité de protéines en quantité (g/personne/jour)","S2765","Crustacés","2017","2017","g/personne/jour","0.06","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","710","Afrique du Sud","645","Disponibilité alimentaire en quantité (kg/personne/an)","S2766","Cephalopodes","2017","2017","kg","0.06","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","710","Afrique du Sud","664","Disponibilité alimentaire (Kcal/personne/jour)","S2766","Cephalopodes","2017","2017","Kcal/personne/jour","0.12","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","710","Afrique du Sud","674","Disponibilité de protéines en quantité (g/personne/jour)","S2766","Cephalopodes","2017","2017","g/personne/jour","0.02","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","710","Afrique du Sud","645","Disponibilité alimentaire en quantité (kg/personne/an)","S2767","Mollusques, Autres","2017","2017","kg","0.09","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","710","Afrique du Sud","664","Disponibilité alimentaire (Kcal/personne/jour)","S2767","Mollusques, Autres","2017","2017","Kcal/personne/jour","0.05","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","710","Afrique du Sud","674","Disponibilité de protéines en quantité (g/personne/jour)","S2767","Mollusques, Autres","2017","2017","g/personne/jour","0.01","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","710","Afrique du Sud","645","Disponibilité alimentaire en quantité (kg/personne/an)","S2769","Animaux Aquatiques Autre","2017","2017","kg","0","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","710","Afrique du Sud","664","Disponibilité alimentaire (Kcal/personne/jour)","S2769","Animaux Aquatiques Autre","2017","2017","Kcal/personne/jour","0","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","710","Afrique du Sud","674","Disponibilité de protéines en quantité (g/personne/jour)","S2769","Animaux Aquatiques Autre","2017","2017","g/personne/jour","0","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","008","Albanie","645","Disponibilité alimentaire en quantité (kg/personne/an)","S2731","Viande de Bovins","2017","2017","kg","13.88","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","008","Albanie","664","Disponibilité alimentaire (Kcal/personne/jour)","S2731","Viande de Bovins","2017","2017","Kcal/personne/jour","77.56","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","008","Albanie","674","Disponibilité de protéines en quantité (g/personne/jour)","S2731","Viande de Bovins","2017","2017","g/personne/jour","5.79","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","008","Albanie","645","Disponibilité alimentaire en quantité (kg/personne/an)","S2732","Viande d'Ovins/Caprins","2017","2017","kg","9.12","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","008","Albanie","664","Disponibilité alimentaire (Kcal/personne/jour)","S2732","Viande d'Ovins/Caprins","2017","2017","Kcal/personne/jour","46.39","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","008","Albanie","674","Disponibilité de protéines en quantité (g/personne/jour)","S2732","Viande d'Ovins/Caprins","2017","2017","g/personne/jour","4.24","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","008","Albanie","645","Disponibilité alimentaire en quantité (kg/personne/an)","S2733","Viande de porcins","2017","2017","kg","8.26","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","008","Albanie","664","Disponibilité alimentaire (Kcal/personne/jour)","S2733","Viande de porcins","2017","2017","Kcal/personne/jour","46.7","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","008","Albanie","674","Disponibilité de protéines en quantité (g/personne/jour)","S2733","Viande de porcins","2017","2017","g/personne/jour","3.14","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","008","Albanie","645","Disponibilité alimentaire en quantité (kg/personne/an)","S2734","Viande de Volailles","2017","2017","kg","11.55","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","008","Albanie","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2017","2017","Kcal/personne/jour","44.22","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","008","Albanie","674","Disponibilité de protéines en quantité (g/personne/jour)","S2734","Viande de Volailles","2017","2017","g/personne/jour","5.27","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","008","Albanie","645","Disponibilité alimentaire en quantité (kg/personne/an)","S2735","Viande, Autre","2017","2017","kg","0.17","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","008","Albanie","664","Disponibilité alimentaire (Kcal/personne/jour)","S2735","Viande, Autre","2017","2017","Kcal/personne/jour","1.41","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","008","Albanie","674","Disponibilité de protéines en quantité (g/personne/jour)","S2735","Viande, Autre","2017","2017","g/personne/jour","0.29","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","008","Albanie","645","Disponibilité alimentaire en quantité (kg/personne/an)","S2736","Abats Comestible","2017","2017","kg","5.09","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","008","Albanie","664","Disponibilité alimentaire (Kcal/personne/jour)","S2736","Abats Comestible","2017","2017","Kcal/personne/jour","16.87","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","008","Albanie","674","Disponibilité de protéines en quantité (g/personne/jour)","S2736","Abats Comestible","2017","2017","g/personne/jour","2.12","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","008","Albanie","645","Disponibilité alimentaire en quantité (kg/personne/an)","S2740","Beurre, Ghee","2017","2017","kg","1.81","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","008","Albanie","664","Disponibilité alimentaire (Kcal/personne/jour)","S2740","Beurre, Ghee","2017","2017","Kcal/personne/jour","36.89","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","008","Albanie","674","Disponibilité de protéines en quantité (g/personne/jour)","S2740","Beurre, Ghee","2017","2017","g/personne/jour","0.04","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","008","Albanie","645","Disponibilité alimentaire en quantité (kg/personne/an)","S2743","Crème","2017","2017","kg","0.18","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","008","Albanie","664","Disponibilité alimentaire (Kcal/personne/jour)","S2743","Crème","2017","2017","Kcal/personne/jour","1.22","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","008","Albanie","674","Disponibilité de protéines en quantité (g/personne/jour)","S2743","Crème","2017","2017","g/personne/jour","0.01","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","008","Albanie","645","Disponibilité alimentaire en quantité (kg/personne/an)","S2737","Graisses Animales Crue","2017","2017","kg","1.58","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","008","Albanie","664","Disponibilité alimentaire (Kcal/personne/jour)","S2737","Graisses Animales Crue","2017","2017","Kcal/personne/jour","28.54","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","008","Albanie","674","Disponibilité de protéines en quantité (g/personne/jour)","S2737","Graisses Animales Crue","2017","2017","g/personne/jour","0.3","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","008","Albanie","645","Disponibilité alimentaire en quantité (kg/personne/an)","S2744","Oeufs","2017","2017","kg","14.72","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","008","Albanie","664","Disponibilité alimentaire (Kcal/personne/jour)","S2744","Oeufs","2017","2017","Kcal/personne/jour","57.31","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","008","Albanie","674","Disponibilité de protéines en quantité (g/personne/jour)","S2744","Oeufs","2017","2017","g/personne/jour","4.4","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","008","Albanie","645","Disponibilité alimentaire en quantité (kg/personne/an)","S2848","Lait - Excl Beurre","2017","2017","kg","323.53","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","008","Albanie","664","Disponibilité alimentaire (Kcal/personne/jour)","S2848","Lait - Excl Beurre","2017","2017","Kcal/personne/jour","677.98","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","008","Albanie","674","Disponibilité de protéines en quantité (g/personne/jour)","S2848","Lait - Excl Beurre","2017","2017","g/personne/jour","36.66","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","008","Albanie","645","Disponibilité alimentaire en quantité (kg/personne/an)","S2761","Poissons Eau Douce","2017","2017","kg","0.57","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","008","Albanie","664","Disponibilité alimentaire (Kcal/personne/jour)","S2761","Poissons Eau Douce","2017","2017","Kcal/personne/jour","1.2","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","008","Albanie","674","Disponibilité de protéines en quantité (g/personne/jour)","S2761","Poissons Eau Douce","2017","2017","g/personne/jour","0.17","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","008","Albanie","645","Disponibilité alimentaire en quantité (kg/personne/an)","S2762","Perciform","2017","2017","kg","2.09","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","008","Albanie","664","Disponibilité alimentaire (Kcal/personne/jour)","S2762","Perciform","2017","2017","Kcal/personne/jour","2.89","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","008","Albanie","674","Disponibilité de protéines en quantité (g/personne/jour)","S2762","Perciform","2017","2017","g/personne/jour","0.54","E","Valeur estimée"
